#Rho        	 Phi                1.1_2.1         1.1_3.1         2.1_3.1         1.2_2.2
1.20000000	0.00000000	0.06554387	0.07471009	0.00000000	0.18625253
1.30000000	0.00000000	0.07074467	0.08079075	0.00000000	0.20344709

1.20000000	3.00000000	0.06572897	0.07461650	0.00137859	0.18633269
1.30000000	3.00000000	0.07097688	0.08068775	0.00157075	0.20358191

1.20000000	6.00000000	0.06625298	0.07433682	0.00272215	0.18654492
1.30000000	6.00000000	0.07162908	0.08038004	0.00309733	0.20394610

