#Rho        	 Phi       	         1.1	         2.1	         3.1	         1.2	         2.2
1.20000000	0.00000000	-204.04167340	-203.88911900	-203.67599190	-203.90873250	-203.69075910
1.30000000	0.00000000	-204.04127650	-203.88603920	-203.67249790	-203.90577460	-203.68645850

1.20000000	3.00000000	-204.04169830	-203.88915930	-203.67602350	-203.90879190	-203.69079810
1.30000000	3.00000000	-204.04130540	-203.88608360	-203.67253170	-203.90584120	-203.68649850

1.20000000	6.00000000	-204.04177180	-203.88928040	-203.67611870	-203.90896960	-203.69091460
1.30000000	6.00000000	-204.04139080	-203.88621740	-203.67263410	-203.90604070	-203.68661780

