206.00000000	-100.64066040	-100.63565710	-100.63562240
208.00000000	-100.64096150	-100.63644180	-100.63640400
210.00000000	-100.64126290	-100.63720470	-100.63716410
212.00000000	-100.64156110	-100.63793870	-100.63789550
214.00000000	-100.64185260	-100.63863810	-100.63859240
216.00000000	-100.64213470	-100.63929860	-100.63925060
218.00000000	-100.64240490	-100.63991700	-100.63986700
220.00000000	-100.64266140	-100.64049160	-100.64043960
222.00000000	-100.64290280	-100.64102150	-100.64096760
224.00000000	-100.64312830	-100.64150690	-100.64145100
226.00000000	-100.64333750	-100.64194870	-100.64189080
228.00000000	-100.64353030	-100.64234840	-100.64228840
230.00000000	-100.64370710	-100.64270810	-100.64264570
232.00000000	-100.64386850	-100.64303010	-100.64296500
234.00000000	-100.64401540	-100.64331710	-100.64324900
236.00000000	-100.64414870	-100.64357170	-100.64350000
238.00000000	-100.64426950	-100.64379680	-100.64372080
240.00000000	-100.64437900	-100.64399500	-100.64391390
242.00000000	-100.64447830	-100.64416890	-100.64408170
244.00000000	-100.64456850	-100.64432100	-100.64422660
246.00000000	-100.64465050	-100.64445350	-100.64435100
248.00000000	-100.64472530	-100.64456880	-100.64445700
250.00000000	-100.64479310	-100.64466860	-100.64454710
252.00000000	-100.64485450	-100.64475480	-100.64462340
254.00000000	-100.64490960	-100.64482910	-100.64468810
256.00000000	-100.64495860	-100.64489290	-100.64474320
258.00000000	-100.64500180	-100.64494760	-100.64479030
260.00000000	-100.64503950	-100.64499440	-100.64483080
262.00000000	-100.64507230	-100.64503430	-100.64486580
264.00000000	-100.64510060	-100.64506820	-100.64489620
266.00000000	-100.64512480	-100.64509710	-100.64492280
268.00000000	-100.64514550	-100.64512160	-100.64494600
270.00000000	-100.64516320	-100.64514240	-100.64496650
272.00000000	-100.64517820	-100.64516010	-100.64498460
274.00000000	-100.64519100	-100.64517510	-100.64500060
276.00000000	-100.64520190	-100.64518790	-100.64501490
278.00000000	-100.64521110	-100.64519870	-100.64502770
280.00000000	-100.64521900	-100.64520810	-100.64503910
282.00000000	-100.64522580	-100.64521600	-100.64504940
284.00000000	-100.64523160	-100.64522290	-100.64505870
286.00000000	-100.64523660	-100.64522880	-100.64506720
288.00000000	-100.64524090	-100.64523400	-100.64507490
290.00000000	-100.64524460	-100.64523840	-100.64508180
292.00000000	-100.64524770	-100.64524220	-100.64508820
294.00000000	-100.64525050	-100.64524550	-100.64509400
296.00000000	-100.64525280	-100.64524840	-100.64509930
298.00000000	-100.64525470	-100.64525080	-100.64510420
300.00000000	-100.64525640	-100.64525280	-100.64510870
302.00000000	-100.64525770	-100.64525450	-100.64511270
304.00000000	-100.64525880	-100.64525590	-100.64511650
306.00000000	-100.64525960	-100.64525700	-100.64511990
308.00000000	-100.64526020	-100.64525790	-100.64512300
310.00000000	-100.64526060	-100.64525850	-100.64512590
312.00000000	-100.64526090	-100.64525900	-100.64512850
314.00000000	-100.64526100	-100.64525930	-100.64513080
316.00000000	-100.64526090	-100.64525940	-100.64513300
318.00000000	-100.64526080	-100.64525950	-100.64513500
320.00000000	-100.64526060	-100.64525940	-100.64513680
322.00000000	-100.64526030	-100.64525930	-100.64513850
324.00000000	-100.64526000	-100.64525910	-100.64514000
326.00000000	-100.64525960	-100.64525880	-100.64514130
328.00000000	-100.64525920	-100.64525850	-100.64514260
330.00000000	-100.64525880	-100.64525820	-100.64514370
332.00000000	-100.64525840	-100.64525780	-100.64514470
334.00000000	-100.64525790	-100.64525750	-100.64514560
336.00000000	-100.64525750	-100.64525720	-100.64514650
338.00000000	-100.64525710	-100.64525680	-100.64514720
340.00000000	-100.64525680	-100.64525650	-100.64514790
342.00000000	-100.64525640	-100.64525620	-100.64514850
344.00000000	-100.64525610	-100.64525600	-100.64514900
346.00000000	-100.64525590	-100.64525570	-100.64514940
348.00000000	-100.64525560	-100.64525550	-100.64514980
350.00000000	-100.64525540	-100.64525530	-100.64515010
352.00000000	-100.64525520	-100.64525520	-100.64515040
354.00000000	-100.64525510	-100.64525510	-100.64515060
356.00000000	-100.64525500	-100.64525500	-100.64515070
358.00000000	-100.64525490	-100.64525490	-100.64515080
360.00000000	-100.64525490	-100.64525490	-100.64515090
